"hhnum","infousa_flag","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","sm1","sm2","sm3","sm4","sm5","sm6","sm7","sm8","co1","co2","co3","co4","co5","co6","co7","co8","cs1","cs2","cs3","cs4","cs5","cs6","cs7","cs8","mlg1","mlg2","mlg3","mlg4","mlg5","mlg6","mlg7","mlg8","dist_ss","dist_sm","dist_co","dist_cs","dist_mlg","dist_walmart","nearsnap_placeid","nearsnap_stype","nearsnap_dist","nearsmss_placeid","nearsmss_stype","nearsmss_dist","ff1","ff2","ff3","ff4","ff5","ff6","ff7","ff8","nonff1","nonff2","nonff3","nonff4","nonff5","nonff6","nonff7","nonff8","nearff_sic1","nearff_sic2","nearff_dist","nearnonff_sic1","nearnonff_sic2","nearnonff_dist","nearmcd_sic1","nearmcd_sic2","nearmcd_dist"
102471,1,5,6,13,38,82,91,100,158,0,0,0,0,6,6,6,11,1,1,1,3,8,8,8,14,1,1,2,11,24,28,30,47,1,2,7,18,33,37,42,65,1,1,1,4,4,4,5,9,2.58,0.18,0.15,0.12,0.25,3.48,,"CS",0.12,1067683,"SM",0.18,0,1,7,17,44,56,56,56,1,5,31,62,144,169,175,175,581208,581206,0.45,581208,581208,0.15,581208,581206,0.762507561611411
102478,1,0,0,7,9,97,310,746,1693,0,0,1,1,6,21,32,78,0,0,1,1,15,47,91,201,0,0,4,4,36,91,191,485,0,0,1,3,34,126,349,729,0,0,0,0,2,7,26,83,0.6,0.58,0.58,0.62,3.83,0.6,1014922,"SM",0.58,1014922,"SM",0.58,0,0,2,2,37,75,169,196,0,0,8,10,87,198,532,608,546105,581228,0.92,581208,581208,0.6,581208,581206,2.96948540152213
102479,1,0,1,1,4,52,78,198,424,0,0,0,0,3,3,9,15,0,0,0,0,5,8,26,56,0,0,0,1,19,31,72,153,0,1,1,2,19,27,68,141,0,0,0,0,0,0,0,5,2.1,2.4,1.69,0.3,18.7,2.64,1037063,"CS",0.3,1093825,"SS",2.1,0,0,0,0,30,50,141,212,0,0,0,19,82,128,608,928,581208,581206,2,581213,581213,1.42,581208,581206,2.58044904904497
102482,1,0,8,33,73,219,456,670,875,0,0,2,5,18,27,48,56,0,1,2,7,22,40,67,77,0,1,5,9,42,94,156,209,0,5,18,44,119,256,342,454,0,1,6,6,12,19,25,31,0.72,0.47,0.46,0.42,0.46,0.94,,"CS",0.42,,"SM",0.47,1,2,17,37,161,357,493,553,0,1,26,104,594,1469,1775,1973,581222,581206,0.22,581208,581208,0.48,581208,581206,0.746266263636063
102483,1,1,2,7,17,85,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,0,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,1,4,4,4,8,0.53,3.9,0.29,0.21,1.76,3.4,1103340,"CS",0.21,1005837,"SS",0.53,4,8,8,17,70,89,89,90,5,7,12,48,181,219,220,231,581208,581206,0.09,581203,581203,0.06,581208,581206,0.17348413663439
102487,1,0,0,0,4,93,466,643,1406,0,0,0,0,13,36,47,134,0,0,0,2,9,26,38,131,0,0,0,1,21,65,109,331,0,0,0,1,41,233,300,532,0,0,0,0,1,27,44,92,2.14,1.29,1.66,1.13,4.85,2.59,,"CS",1.13,1040304,"SM",1.29,0,0,2,10,39,115,133,281,0,1,9,45,198,605,779,1930,546105,581228,0.65,799201,581223,0.26,581208,581206,2.45078928511537
102488,1,3,7,18,31,44,45,48,52,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,1,1,5,8,13,13,14,15,1,1,4,11,18,19,21,23,0,2,3,3,4,4,4,4,0.39,0.92,0.2,0.21,0.35,0.39,,"BB",0.19,1073416,"SS",0.39,1,3,17,19,22,22,22,22,1,2,24,38,44,44,44,47,581208,581206,0.21,581208,581208,0.18,581208,581206,0.411426213440168
102500,1,0,0,0,2,6,18,37,201,0,0,0,0,0,0,0,11,0,0,0,1,1,2,3,12,0,0,0,0,0,1,3,26,0,0,0,1,5,14,27,121,0,0,0,0,0,0,1,5,16.38,1,9.37,1.6,11.03,16.57,1017251,"SM",1,1017251,"SM",1,0,0,0,0,0,0,8,30,0,0,0,1,3,15,40,124,581208,581206,10.77,581208,581208,1.63,581208,581206,10.8596038709644
102503,1,0,1,1,6,11,43,116,653,0,0,0,1,1,5,11,48,0,0,0,0,0,2,14,52,0,0,0,2,5,18,43,204,0,1,1,3,4,12,36,259,0,0,0,0,0,1,3,29,1.38,8.11,1.38,0.43,8.24,8.43,,"CS",0.43,1144002,"SS",1.38,0,0,0,2,3,26,33,52,0,1,1,5,10,45,65,108,581208,581206,1.08,581208,581208,0.28,581208,581206,8.0798337435931
102508,1,1,5,6,13,15,17,46,219,1,2,2,2,2,2,5,20,0,1,1,1,1,1,3,18,0,1,1,5,6,6,17,74,0,1,2,3,4,6,14,69,0,0,0,1,1,1,5,14,0.05,0.46,0.38,0.31,1.41,0.05,1151303,"SS",0.05,1151303,"SS",0.05,3,8,8,10,10,10,10,24,0,3,4,12,14,17,22,57,581208,581206,0.04,581208,581208,0.33,581208,581206,0.365167297510515
102511,1,0,0,0,0,0,47,173,521,0,0,0,0,0,3,12,27,0,0,0,0,0,5,23,49,0,0,0,0,0,18,60,178,0,0,0,0,0,16,49,186,0,0,0,0,0,1,9,18,9.01,7.72,5.16,5.04,5.16,9.01,1111243,"CS",5.04,1168002,"SM",7.72,0,0,0,0,0,32,47,69,0,0,0,1,2,55,96,148,581208,581206,7.67,581208,581208,1.57,581208,581206,7.66947834812521
102512,1,0,0,0,2,32,40,47,262,0,0,0,2,9,9,9,41,0,0,0,0,3,4,6,16,0,0,0,0,7,8,9,67,0,0,0,0,9,14,17,98,0,0,0,0,0,0,1,12,1.32,3.43,2.49,2.39,12.24,1.32,1067963,"SS",1.32,1067963,"SS",1.32,0,0,1,7,45,50,57,57,0,0,2,13,139,153,177,177,581208,581206,0.81,581208,581208,0.8,581208,581206,1.39981172270168
102516,1,0,0,4,22,73,153,212,405,0,0,0,1,3,6,10,14,0,0,1,4,10,27,36,56,0,0,0,8,33,63,84,155,0,0,1,6,20,39,58,126,0,0,0,0,0,0,0,5,1.92,0.78,1.14,0.8,20.76,1.92,,"SM",0.78,,"SM",0.78,0,0,2,17,60,122,159,212,0,0,16,48,236,497,654,927,581208,581206,0.64,581208,581208,0.74,581208,581206,1.20997476895691
102521,1,0,1,9,17,72,189,214,517,0,0,4,6,11,21,22,48,0,1,1,1,3,9,11,21,0,0,3,6,16,46,52,127,0,0,0,2,26,85,94,246,0,0,0,1,6,8,10,28,0.5,0.35,0.52,1.19,1.01,0.78,1007448,"SM",0.35,1007448,"SM",0.35,0,0,9,24,58,118,123,137,0,7,40,67,172,375,406,474,581208,581208,0.52,581208,581208,0.35,581208,581208,0.668588383973163
102523,1,1,5,10,29,113,154,160,232,0,0,0,1,5,6,7,10,0,0,1,1,5,8,8,11,1,2,3,4,26,43,44,65,0,3,6,23,72,90,94,135,0,0,0,0,1,2,2,4,1.62,0.72,0.19,0.31,3.49,3.31,1036624,"CO",0.19,1099187,"SM",0.72,0,0,4,4,91,123,124,131,0,2,11,29,234,326,336,364,581208,581206,0.65,514704,581224,0.3,581208,581206,0.652348277023219
102525,1,0,1,7,38,214,876,1522,2136,0,0,1,6,17,68,143,233,0,0,1,6,20,65,139,233,0,0,1,8,38,159,295,489,0,1,4,15,101,433,710,902,0,0,0,1,17,76,115,134,0.85,0.76,0.82,0.4,1.33,1.3,1047128,"CS",0.4,1162425,"SM",0.76,0,1,6,36,137,592,1132,1723,1,23,47,151,751,2186,3539,4927,581222,581206,0.35,581208,581208,0.23,581208,581206,0.740658674778916
102527,1,0,1,6,11,15,17,46,220,0,1,2,2,2,2,5,20,0,0,1,1,1,1,3,18,0,0,1,5,6,6,17,74,0,0,2,2,4,6,14,70,0,0,0,1,1,1,5,14,0.26,0.9,0.83,0.76,1.8,0.54,1033672,"SS",0.26,1033672,"SS",0.26,0,0,8,10,10,10,10,24,1,1,4,12,14,17,22,57,581208,581206,0.54,581208,581208,0.08,581208,581206,0.808517212755327
102530,1,0,10,65,363,2794,8807,11706,14957,0,1,3,16,120,380,511,832,0,2,11,26,143,486,618,830,0,1,12,44,255,1060,1412,2045,0,3,13,69,570,1566,2165,2874,0,0,13,54,470,1611,2105,2536,0.27,0.49,0.42,0.45,0.59,7.73,,"SS",0.27,,"SS",0.27,0,6,22,74,342,426,428,428,0,36,161,647,3427,4154,4172,4172,546105,581228,0.26,581208,581208,0.26,581208,581206,0.43747848737333
102531,1,2,6,9,34,141,193,221,493,0,1,1,5,15,22,25,47,0,0,0,0,7,9,11,18,0,2,3,8,33,47,56,120,1,1,3,12,64,86,95,239,1,1,1,3,7,8,9,25,0.49,2.01,0.28,0.2,0.22,3.64,,"CS",0.2,1072696,"SS",0.49,0,2,9,30,91,118,122,137,2,6,17,70,300,378,412,473,581208,581206,0.31,581222,581206,0.22,581208,581206,0.638266665013346
102536,1,0,0,0,2,33,73,111,435,0,0,0,0,2,3,3,17,0,0,0,0,3,6,10,57,0,0,0,0,11,24,38,153,0,0,0,2,13,32,47,143,0,0,0,0,0,0,1,6,2.81,4.44,2.82,1.7,14.3,2.81,1009638,"CS",1.7,1087803,"SS",2.81,0,0,0,0,16,32,61,209,0,0,0,1,36,95,166,910,581208,581206,2.84,581214,581214,1.77,581208,581206,4.26563312754236
102539,1,0,0,0,9,26,31,55,225,0,0,0,0,1,1,2,6,0,0,0,2,3,3,6,24,0,0,0,2,6,8,14,59,0,0,0,5,14,16,29,115,0,0,0,0,1,1,2,4,2.5,1.56,1.62,1.38,3.33,2.5,,"CS",1.38,1061687,"SM",1.56,0,0,0,0,0,3,10,34,0,0,0,0,0,4,25,76,581208,581206,8.81,581208,581208,8.79,581208,581206,8.96562545577538
102541,1,3,7,12,33,41,43,60,103,0,1,1,2,3,3,4,8,0,0,0,1,1,1,1,2,1,2,3,6,7,7,10,13,1,3,7,16,22,23,31,61,0,0,0,1,1,1,1,2,0.27,1.31,0.13,0.2,1.99,1.9,1130899,"CO",0.13,1079697,"SS",0.27,0,1,4,12,13,13,15,21,4,5,9,43,64,66,99,167,581208,581206,0.4,581208,581206,0.01,581208,581206,0.964797231816111
102544,1,1,6,22,62,142,181,221,497,0,0,2,3,15,20,26,51,0,0,0,1,7,9,10,18,0,0,6,11,33,43,54,118,1,3,8,32,67,82,97,237,0,0,0,2,5,8,9,26,0.63,1.08,0.52,0.07,1.12,4.86,1107158,"CS",0.07,1094880,"SS",0.63,0,0,6,24,92,115,122,135,5,14,58,94,285,369,406,467,581208,581206,0.65,581208,581208,0.07,581208,581208,0.793031889263186
102545,1,5,6,15,38,82,91,98,158,0,0,0,0,6,6,6,11,1,1,1,3,8,8,8,14,1,1,3,11,24,28,29,47,1,2,8,18,33,37,42,65,1,1,1,4,4,4,5,9,2.52,0.14,0.1,0.19,0.18,3.48,1096549,"CO",0.1,1067683,"SM",0.14,0,1,7,17,44,56,56,56,1,5,31,62,144,168,175,175,581208,581206,0.39,581208,581208,0.17,581208,581206,0.702234267553405
102560,1,4,4,6,37,268,1334,3080,4403,0,0,0,5,30,96,204,288,1,1,1,5,16,54,142,215,2,2,2,11,66,258,604,939,1,1,3,16,132,765,1708,2429,0,0,0,0,11,70,165,207,1.09,0.2,0.15,0.03,2.13,2.08,,"CS",0.03,1041870,"SM",0.2,2,4,5,29,146,272,421,548,2,9,20,98,709,1198,1727,2227,581208,581206,0.06,581208,581208,0.19,581208,581206,0.179028930812809
102573,1,0,1,8,21,127,410,734,978,0,0,0,3,11,30,44,62,0,0,0,1,11,35,60,76,0,1,6,11,48,155,267,359,0,0,2,3,29,103,217,300,0,0,0,2,8,33,52,58,1.46,1.46,0.5,0.78,1.93,1.67,,"CO",0.5,1018893,"SM",1.46,0,2,6,15,97,311,419,439,0,2,11,30,209,891,1203,1231,581222,581206,0.47,581208,581208,0.49,581208,581206,0.485103852870665
102580,1,0,0,0,0,9,78,234,1146,0,0,0,0,0,10,28,110,0,0,0,0,0,2,8,50,0,0,0,0,1,26,90,415,0,0,0,0,4,21,72,364,0,0,0,0,1,3,12,64,5.74,7.74,3.11,3.24,3.95,7.32,,"SG",2.66,1090653,"SS",5.74,0,0,0,1,7,26,70,110,0,0,0,0,18,119,322,550,581208,581206,1.18,581208,581208,2.72,581208,581206,4.4388619219311
102583,1,0,0,0,9,62,245,654,1705,0,0,0,0,2,16,32,78,0,0,0,2,9,34,82,203,0,0,0,4,27,78,173,488,0,0,0,3,22,98,295,735,0,0,0,0,1,6,24,82,2.21,1.67,1.66,1.67,2.98,2.21,1120475,"CO",1.66,1163475,"SM",1.67,0,0,0,5,25,61,171,196,0,0,0,14,68,162,524,608,581208,581206,1.63,581228,581228,1.25,581208,581206,1.62572085670144
102584,1,0,2,6,24,46,70,101,448,0,0,1,2,2,3,4,22,0,1,1,3,4,6,7,41,0,1,2,7,12,18,26,121,0,0,2,12,26,38,54,203,0,0,0,0,0,2,3,13,0.6,0.34,0.44,0.87,7.36,0.6,1121913,"SM",0.34,1121913,"SM",0.34,0,2,5,17,20,20,24,83,1,2,6,28,36,36,43,228,581208,581208,0.38,581228,581212,0.06,581208,581206,1.30871935845711
102585,1,18,57,150,291,1134,7124,12143,15131,0,0,3,10,62,298,561,885,1,1,2,7,57,337,563,799,2,5,10,21,206,922,1475,2051,7,14,32,72,192,1372,2248,2908,0,6,16,26,132,1095,2169,2577,0.67,0.19,0.19,0.13,0.27,3.79,,"SG",0.04,1139315,"SM",0.19,1,8,21,57,140,180,180,180,6,49,158,407,1202,1521,1521,1521,581208,581206,0.24,581220,581208,0.12,581208,581206,0.586371503592946
102588,1,0,0,0,0,1,34,51,176,0,0,0,0,0,2,2,12,0,0,0,0,0,4,5,15,0,0,0,0,0,14,21,61,0,0,0,0,0,11,18,75,0,0,0,0,1,1,1,5,8.71,5.37,5.33,6.98,2.2,9.49,1153565,"MG",2.2,1133023,"SM",5.37,0,0,0,0,0,22,26,37,0,0,0,1,3,38,52,78,581208,581208,5.37,581208,581208,1.99,581208,581206,9.28737474613225
102589,1,0,0,0,1,26,58,83,241,0,0,0,0,3,4,5,17,0,0,0,0,1,2,4,20,0,0,0,0,7,10,10,36,0,0,0,1,11,34,52,123,0,0,0,0,0,1,2,10,2.67,2.04,2.13,1.73,6.78,3.08,1030476,"CS",1.73,1024798,"SM",2.04,0,0,0,2,14,29,29,31,1,1,1,4,46,93,102,123,581208,581206,1.55,581212,581212,0.21,581208,581206,3.06973086401918
102590,1,14,17,23,56,129,219,513,2352,0,0,2,9,15,20,36,161,1,3,4,11,26,41,78,261,2,3,3,12,26,49,113,418,5,5,7,13,39,72,199,899,4,4,5,6,13,20,43,299,0.51,0.08,0.14,0.14,0.09,4.63,1165706,"SM",0.08,1165706,"SM",0.08,6,7,10,44,111,155,256,352,15,19,35,245,570,864,1281,1651,581208,581206,0.07,581208,581206,0.08,581208,581206,0.0702588091667175
102593,1,0,1,4,39,85,281,312,429,0,0,0,3,8,26,29,43,0,0,0,3,6,27,29,37,0,0,0,7,15,49,60,87,0,1,3,15,36,128,138,183,0,0,0,0,3,10,11,13,1.47,1.76,1.55,0.41,2.08,2.77,1108621,"CS",0.41,1100748,"SS",1.47,0,1,3,27,59,191,201,221,0,2,11,82,158,655,700,763,581208,581206,0.41,864101,581223,0.25,581208,581206,1.69514232730067
102600,2,3,16,53,173,953,2285,3205,4943,0,0,1,7,56,170,242,446,0,0,2,10,53,161,252,445,0,1,8,24,140,415,613,1078,1,8,19,61,323,722,1039,1588,1,3,8,32,135,280,398,545,0.85,0.84,0.49,0.25,0.18,1.75,1116676,"SG",0.03,1157290,"SM",0.84,0,0,13,53,287,790,948,1086,1,16,51,239,1451,4941,5650,6128,581222,581206,0.61,581222,581208,0.25,581208,581208,0.955527895180069
102604,1,1,1,2,12,76,243,322,366,0,0,1,2,14,50,79,85,0,0,0,1,2,8,10,12,0,0,0,2,22,69,96,109,1,1,1,4,20,67,79,89,0,0,0,0,3,8,9,16,0.64,1.74,1.93,0.07,2.22,1.63,1028968,"CS",0.07,1147355,"SS",0.64,0,0,0,11,41,63,68,81,0,2,3,23,76,124,139,177,581208,581206,1.58,581208,581206,0.36,581208,581206,1.74612971665625
102606,1,0,0,0,1,7,25,69,207,0,0,0,0,0,0,4,11,0,0,0,0,1,2,3,12,0,0,0,0,0,3,9,26,0,0,0,1,6,20,42,124,0,0,0,0,0,0,1,7,12.38,3.69,5.15,1.29,14.97,12.57,,"CS",1.29,1017251,"SM",3.69,0,0,0,0,0,6,18,30,0,0,0,0,5,25,95,127,581208,581206,6.63,581208,581208,2.68,581208,581206,6.70647169134994
102607,1,1,2,4,14,113,367,1056,1947,0,0,1,2,16,51,95,212,0,0,0,0,9,25,65,140,0,0,0,3,33,103,266,585,1,2,3,9,50,152,421,691,0,0,0,0,3,12,54,102,0.63,3.86,1.1,0.24,3.09,2.48,1090428,"CS",0.24,1025779,"SS",0.63,0,2,3,4,48,169,424,573,0,3,7,22,159,739,1805,2390,581208,581206,0.48,581209,581209,0.3,581208,581206,0.660078474771332
102615,1,0,0,2,10,30,204,753,2563,0,0,0,0,3,19,54,159,0,0,1,3,9,42,102,287,0,0,1,4,8,68,213,613,0,0,0,3,9,49,266,897,0,0,0,0,0,15,56,252,3.81,0.62,0.62,1.58,6.65,4.49,1112095,"SM",0.62,1112095,"SM",0.62,0,0,4,14,51,220,504,736,1,1,9,46,158,771,1668,2949,581203,581203,0.61,581212,581212,0.24,581208,581206,0.625365790805356
102618,1,1,6,9,21,29,82,279,588,0,0,0,0,1,9,17,30,0,1,1,2,2,11,27,51,1,3,5,9,11,30,97,198,0,2,3,7,10,19,86,223,0,0,0,0,1,4,12,20,2.05,0.45,0.22,0.37,4.8,2.05,1125081,"CO",0.22,1068511,"SM",0.45,3,3,4,15,20,24,33,69,5,6,10,19,36,52,66,148,581222,581206,0.23,581222,581206,0.05,581208,581206,1.26432375182985
102620,1,0,1,1,3,56,90,127,526,0,0,0,0,2,4,4,21,0,0,0,1,5,7,10,42,0,1,1,1,13,21,32,144,0,0,0,1,22,33,48,189,0,0,0,0,4,7,9,38,2.81,1.69,0.45,1.9,2.37,2.81,1122799,"CO",0.45,1143588,"SM",1.69,0,0,0,1,16,23,23,39,0,0,0,5,38,63,68,113,581208,581206,1.95,581208,581208,1,581208,581206,2.64303996885051
102621,1,0,1,12,26,67,461,825,1512,0,0,2,3,13,59,106,169,0,0,2,4,9,46,105,209,0,0,2,8,16,76,161,282,0,1,3,6,20,195,306,543,0,0,1,3,4,41,78,165,0.7,0.59,0.7,0.41,0.69,1.66,,"CS",0.41,1111598,"SM",0.59,0,0,8,28,73,313,568,608,0,2,38,154,346,1648,2981,3218,581208,581206,0.64,581208,581208,0.41,581208,581206,0.72662318844424
102626,1,1,7,10,13,14,17,24,107,0,3,3,3,3,3,4,21,0,1,1,1,1,2,3,8,1,3,3,3,3,3,4,24,0,0,3,5,6,6,9,31,0,0,0,0,0,2,3,10,0.26,0.48,0.23,0.75,8.66,18.34,1158797,"CO",0.23,1150364,"SS",0.26,1,6,8,9,11,12,15,29,0,3,10,17,24,31,52,112,581208,581206,0.13,581208,581208,0.26,581208,581206,0.134505246613985
102630,1,0,3,16,41,64,89,125,292,0,0,0,0,4,5,6,22,0,0,0,3,5,7,11,20,0,0,1,8,16,22,31,79,0,2,8,19,27,39,54,111,0,1,1,1,1,3,6,18,2.9,1.08,0.9,0.28,0.42,4.12,1116418,"CS",0.28,1104922,"SM",1.08,0,0,4,13,37,45,52,53,0,3,29,84,152,207,239,250,541103,581208,0.73,581208,581208,0.32,581208,581206,1.43136807974936
102639,1,6,14,17,67,272,543,651,1329,1,1,2,13,33,68,82,164,1,1,2,6,19,62,81,190,3,4,4,15,43,99,127,265,0,4,5,20,124,223,252,462,0,1,1,5,23,48,58,123,0.18,0.22,0.08,0.25,0.33,1.86,,"CO",0.08,1055175,"SS",0.18,4,7,13,44,175,449,545,640,23,44,73,223,844,2058,2731,3307,581222,581206,0.13,581219,581219,0.08,581208,581206,0.147324134290392
102640,1,0,0,0,0,9,77,275,1799,0,0,0,0,4,13,34,163,0,0,0,0,2,11,40,196,0,0,0,0,3,21,72,357,0,0,0,0,0,18,69,506,0,0,0,0,0,3,23,194,3.45,3.59,3.41,6.85,6.94,5.44,,"CO",3.41,1040629,"SS",3.45,0,0,0,0,0,0,12,197,0,0,1,7,17,36,184,2370,581203,581203,10.52,581225,581225,0.94,581208,581206,11.5772692863518
102641,1,0,1,9,21,126,686,2088,4531,0,0,1,2,14,57,119,295,0,1,2,3,15,69,121,263,0,0,3,5,31,161,349,819,0,0,3,8,36,210,555,1274,0,0,0,1,7,45,213,405,0.52,0.5,0.6,0.52,1.01,2.45,1013783,"SM",0.5,1013783,"SM",0.5,0,0,11,12,53,149,179,199,0,5,25,57,223,675,930,1096,581208,581206,0.51,581208,581208,0.31,581208,581206,0.997618618391578
102646,1,0,1,5,17,74,289,484,3885,0,0,0,1,5,25,52,280,0,0,0,1,6,20,38,191,0,0,1,7,24,72,142,867,0,1,4,8,36,154,213,2047,0,0,0,0,0,5,16,187,1.29,1.01,0.95,0.34,6.36,4.24,,"CS",0.34,1101245,"SM",1.01,0,0,4,18,49,153,291,552,0,6,17,52,136,483,1183,2236,581208,581206,0.65,546102,581203,0.32,581208,581206,1.1479481654009
102650,1,0,0,7,26,76,135,222,1721,0,0,0,2,6,9,15,123,0,0,1,5,13,21,36,196,0,0,3,6,19,33,50,281,0,0,2,10,32,55,84,721,0,0,1,1,1,6,18,182,1.76,0.66,0.64,0.73,0.66,1.8,1074550,"CO",0.64,1112185,"SM",0.66,0,0,6,25,62,103,151,308,0,0,9,45,193,313,548,1489,581208,581208,0.59,581248,581206,0.65,581208,581206,0.671148552818608
102655,1,1,3,13,24,114,324,772,2292,0,0,2,3,8,18,57,163,0,0,3,5,9,25,75,242,0,1,4,7,19,58,141,399,0,1,2,7,45,146,308,877,1,1,2,2,16,41,89,297,0.91,0.61,0.5,0.38,0.23,2.5,,"MG",0.23,1012635,"SM",0.61,0,0,15,27,60,93,178,319,2,11,39,77,198,393,957,1512,581208,581208,0.52,581208,581208,0.19,581208,581206,0.636638196139814
102665,1,0,0,0,5,38,128,417,1189,0,0,0,3,4,9,33,116,0,0,0,1,7,17,47,169,0,0,0,0,7,29,92,301,0,0,0,1,12,52,153,375,0,0,0,0,2,4,24,62,1.3,1.21,2.24,1.31,2.32,2.11,1021414,"SM",1.21,1021414,"SM",1.21,0,0,0,2,14,18,20,95,0,0,3,12,71,113,167,657,581208,581206,1.31,581208,581208,0.6,581208,581206,2.27306103485565
102681,1,1,3,7,22,43,45,48,52,0,0,0,1,1,1,1,1,0,0,0,1,3,3,3,3,0,0,2,6,13,13,14,15,1,2,2,7,18,19,21,23,0,0,0,3,3,4,4,4,1.44,1.96,0.6,0.18,1.02,1.44,,"CS",0.18,1073416,"SS",1.44,0,1,1,17,22,22,22,22,1,4,6,27,43,44,44,47,581208,581206,0.3,581208,581208,0.11,581208,581206,1.456806525508
102683,1,0,0,0,0,12,30,99,605,0,0,0,0,2,2,9,45,0,0,0,0,0,1,13,48,0,0,0,0,4,9,36,191,0,0,0,0,5,13,29,237,0,0,0,0,0,2,3,26,2.98,9.77,2.46,2.18,5.31,4.83,1118501,"CS",2.18,1144002,"SS",2.98,0,0,0,0,8,8,35,53,0,0,0,0,15,30,69,113,581208,581208,2.19,581224,581224,2.21,581208,581206,4.98448388430791
102693,1,0,0,0,0,1,9,16,142,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,7,0,0,0,0,0,3,5,33,0,0,0,0,1,5,7,57,0,0,0,0,0,0,0,13,8.6,13.19,8.45,3.96,16.9,27.17,1070811,"CS",3.96,1049502,"SS",8.6,0,0,0,0,0,3,5,30,0,0,0,0,1,12,24,148,581208,581206,8.56,581208,581208,3.94,581208,581206,8.56159875312733
102696,1,3,4,8,24,28,94,283,590,0,0,0,1,2,9,17,30,0,0,0,2,2,15,27,52,1,2,5,10,10,35,98,198,2,2,3,8,10,19,88,224,0,0,0,0,0,4,13,20,1.46,1.04,0.23,0.09,5.11,1.46,1012473,"CS",0.09,1068511,"SM",1.04,0,0,5,20,20,24,34,69,2,4,11,25,30,52,71,148,581222,581206,0.51,581208,581208,0.13,581208,581206,1.32201215001262
102700,1,0,0,7,7,7,62,224,1960,0,0,1,1,1,9,38,148,0,0,1,1,1,10,40,212,0,0,2,2,2,20,50,346,0,0,1,1,1,11,59,730,0,0,1,1,1,6,21,257,0.71,0.81,0.71,0.85,0.71,18.26,,"SG",0.56,1153066,"SS",0.71,0,0,5,5,5,49,189,215,1,9,37,40,59,494,1420,1562,581208,581206,0.71,581208,581208,0.13,581208,581206,0.750739247537646
102703,1,0,0,0,0,6,7,41,111,0,0,0,0,0,0,3,6,0,0,0,0,1,1,3,8,0,0,0,0,2,2,9,25,0,0,0,0,2,2,18,52,0,0,0,0,1,1,3,7,12.84,2.76,2.24,2.17,2.24,12.84,1174489,"CS",2.17,1158876,"SM",2.76,0,0,0,0,3,3,20,31,0,0,0,1,13,21,89,204,581208,581206,2.31,581208,581208,1.97,581208,581206,2.78779968290271
102716,1,0,0,1,19,117,384,727,966,0,0,0,2,10,30,43,60,0,0,0,1,10,35,60,76,0,0,0,10,48,150,264,353,0,0,1,4,24,93,214,298,0,0,0,0,8,28,52,58,1.39,1.9,1.04,0.64,2.12,1.44,,"CS",0.64,1085849,"SS",1.39,0,0,0,16,102,310,417,439,0,0,1,34,223,885,1196,1231,581222,581206,1.04,581208,581208,0.81,581208,581206,1.04086761865352
102726,1,0,0,7,43,229,733,1422,2702,0,0,0,5,22,87,177,372,0,0,0,1,18,49,90,172,0,0,1,9,58,201,396,819,0,0,6,25,110,329,631,1107,0,0,0,0,6,25,50,84,1.09,1.1,0.92,0.73,2.26,1.09,1127032,"CS",0.73,1130400,"SS",1.09,0,1,16,80,218,598,1301,1478,3,46,186,477,1138,2260,3887,4217,581222,581206,0.43,504712,581220,0.16,581208,581206,0.894500654490859
102728,1,0,0,0,4,15,75,304,786,0,0,0,0,2,11,31,63,0,0,0,1,3,11,30,64,0,0,0,3,9,40,114,266,0,0,0,0,1,9,89,306,0,0,0,0,0,1,14,28,2.42,1.85,1.3,4.92,8.51,2.42,,"CO",1.3,1012924,"SM",1.85,0,0,0,6,11,33,66,80,0,0,0,9,13,38,124,152,581222,581206,1.65,581207,581207,1.26,581208,581206,1.73591304779474
102730,1,1,2,14,92,438,754,918,1063,0,1,1,5,13,30,42,47,0,0,0,7,20,46,62,79,0,0,6,29,94,174,227,278,1,1,5,36,237,370,433,484,0,0,0,5,23,38,44,51,0.44,1.1,0.56,0.24,1.04,2.21,,"CS",0.24,1154643,"SS",0.44,0,1,4,33,113,251,311,345,0,0,24,179,573,1194,1410,1579,546105,581228,0.49,581208,581208,0.72,581208,581206,1.26948106393957
102734,1,0,0,5,12,34,100,122,328,0,0,0,0,5,5,7,26,0,0,1,1,3,8,9,23,0,0,1,4,10,26,33,94,0,0,3,6,13,41,48,119,0,0,0,1,1,2,5,18,2.37,0.94,0.82,0.83,1.96,2.42,1163789,"CO",0.82,1052616,"SM",0.94,0,0,1,7,32,49,50,53,0,0,20,38,115,220,234,250,546105,581228,0.98,581208,581208,0.6,581208,581206,1.1622146928325
