"hhnum","infousa_flag","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","sm1","sm2","sm3","sm4","sm5","sm6","sm7","sm8","co1","co2","co3","co4","co5","co6","co7","co8","cs1","cs2","cs3","cs4","cs5","cs6","cs7","cs8","mlg1","mlg2","mlg3","mlg4","mlg5","mlg6","mlg7","mlg8","dist_ss","dist_sm","dist_co","dist_cs","dist_mlg","dist_walmart","nearsnap_placeid","nearsnap_stype","nearsnap_dist","nearsmss_placeid","nearsmss_stype","nearsmss_dist","ff1","ff2","ff3","ff4","ff5","ff6","ff7","ff8","nonff1","nonff2","nonff3","nonff4","nonff5","nonff6","nonff7","nonff8","nearff_sic1","nearff_sic2","nearff_dist","nearnonff_sic1","nearnonff_sic2","nearnonff_dist","nearmcd_sic1","nearmcd_sic2","nearmcd_dist"
102741,1,0,0,0,0,4,22,152,814,0,0,0,0,0,2,20,57,0,0,0,0,0,4,22,75,0,0,0,0,1,8,42,199,0,0,0,0,3,8,57,415,0,0,0,0,0,0,4,27,9.4,8.19,4.55,4.07,11.17,11.78,1026278,"CS",4.07,,"SM",8.19,0,0,1,2,7,31,172,598,0,0,3,4,25,130,501,2126,581208,581208,0.84,581212,581212,0.66,581208,581206,4.72787413540504
102747,1,0,6,13,55,234,663,1082,2502,0,1,1,1,4,28,59,151,0,1,3,7,26,74,145,276,0,3,4,13,57,160,286,592,0,1,5,26,108,279,424,899,0,0,0,2,16,62,85,248,0.38,0.32,0.28,0.32,1.98,3.65,1053045,"CO",0.28,1037951,"SM",0.32,1,5,7,36,132,393,643,736,15,41,86,246,736,1652,2647,2949,581208,581206,0.16,581208,581208,0.07,581208,581206,0.159245219005615
102753,1,0,0,0,0,18,35,93,606,0,0,0,0,1,2,5,25,0,0,0,0,1,2,9,62,0,0,0,0,4,10,34,219,0,0,0,0,10,18,36,231,0,0,0,0,1,1,2,14,4.65,3.96,4,3.29,4.39,6.61,,"CS",3.29,1076134,"SM",3.96,0,0,0,0,9,14,41,97,0,0,0,0,9,17,118,283,581208,581206,3.86,581208,581206,3.93,581208,581206,3.85893495911756
102756,1,0,2,4,22,37,42,55,398,0,0,0,1,9,9,10,70,0,0,0,3,3,4,6,19,0,0,0,4,7,8,12,105,0,1,2,10,13,15,20,140,0,0,0,0,0,1,1,18,1.24,1.08,1.05,0.47,7.56,2.67,,"FM",0.45,1028191,"SM",1.08,0,0,7,27,48,52,57,57,1,4,61,105,150,165,177,179,546101,581206,0.55,581208,581208,0.22,581208,581206,1.14764883107505
102758,1,0,3,14,93,448,763,920,1065,0,0,1,5,13,31,42,47,0,0,0,7,20,47,62,79,0,1,6,30,95,180,227,278,0,1,5,35,245,371,436,485,0,0,1,6,23,39,44,51,0.67,1.32,0.33,0.41,0.82,2.08,,"CO",0.33,1154643,"SS",0.67,0,0,2,36,113,259,313,345,0,0,17,181,588,1208,1412,1579,546105,581228,0.71,581222,581208,0.6,581208,581206,1.49725653088835
102759,1,0,0,0,1,8,24,197,1948,0,0,0,0,1,3,35,151,0,0,0,0,1,4,34,213,0,0,0,0,2,8,45,341,0,0,0,0,1,4,50,724,0,0,0,0,1,2,19,253,2.04,2.15,2.03,2.12,2.04,17.87,,"SG",1.9,1153066,"SS",2.04,0,0,0,0,5,19,168,215,0,1,3,26,49,174,1327,1562,581208,581206,2.03,581208,581208,0.36,581208,581206,2.09069725725514
102761,1,1,3,8,36,169,259,311,382,0,0,1,1,15,25,31,36,0,0,2,2,15,24,28,31,0,0,1,7,28,46,58,74,1,2,3,18,83,114,137,170,0,0,0,1,6,8,10,12,0.97,0.91,0.79,0.21,1.24,0.97,1170918,"CS",0.21,1091992,"SM",0.91,0,0,6,18,103,169,209,221,1,6,20,73,420,618,718,765,581222,581206,0.68,581228,581228,0.15,581208,581206,0.969450259953826
102764,2,4,14,40,111,397,980,2126,5786,0,0,3,12,41,96,173,411,0,0,0,8,31,111,219,472,0,0,3,13,55,166,318,842,1,7,21,47,185,382,828,2544,1,3,6,14,40,94,229,571,0.5,1.09,0.71,0.11,0.07,2.41,1039073,"BB",0.07,1083577,"SS",0.5,0,1,15,54,242,473,908,1373,4,19,77,231,1135,2576,5715,7691,581208,581206,0.5,581222,581208,0.09,581208,581206,0.929108097015317
102765,1,0,0,0,0,0,12,40,966,0,0,0,0,0,0,2,49,0,0,0,0,0,1,5,72,0,0,0,0,0,4,15,250,0,0,0,0,0,4,14,431,0,0,0,0,0,0,1,44,11.91,9.13,8.17,5.79,12.64,16.37,1049394,"CS",5.79,1087944,"SM",9.13,0,0,0,0,0,5,12,349,0,0,0,0,4,31,90,1571,581208,581206,5.71,581208,581208,3.97,581208,581206,12.4002092536351
102769,1,3,29,110,279,1408,8135,12881,15099,0,1,5,13,87,356,586,877,0,0,2,9,108,374,597,808,0,4,9,32,337,989,1557,2050,1,3,19,52,210,1427,2421,2885,0,4,10,25,166,1441,2281,2575,0.34,0.54,0.32,0.23,0.45,1.31,,"SG",0.16,1109051,"SS",0.34,2,12,21,58,142,180,180,180,6,47,177,557,1201,1520,1521,1521,581208,581206,0.19,581208,581208,0.08,581208,581206,0.270068442501925
102770,1,1,2,13,53,245,632,1099,2079,0,0,0,3,24,70,122,220,0,0,2,4,17,65,124,220,0,0,1,10,43,139,257,472,1,2,7,25,117,271,454,892,0,0,3,9,24,46,68,133,1.05,0.52,0.62,0.12,0.83,1.05,1100450,"CS",0.12,1133965,"SM",0.52,0,1,5,32,179,560,950,1646,0,1,23,103,544,1743,3099,4753,581208,581206,0.5,581208,581208,0.46,581208,581206,1.01222707025056
102775,1,0,0,1,3,49,79,200,428,0,0,0,1,3,3,9,15,0,0,0,0,5,8,28,57,0,0,0,1,16,32,72,157,0,0,1,1,19,27,68,140,0,0,0,0,0,0,0,5,1.75,2.91,1.12,0.66,17.96,1.75,1037063,"CS",0.66,1160140,"SS",1.75,0,0,0,0,25,50,147,212,0,0,0,1,75,128,619,928,581208,581206,2.56,581208,581208,1.09,581208,581206,3.49208931266573
102776,2,0,8,19,62,183,951,1840,2918,0,1,2,10,26,114,179,307,0,0,0,2,8,47,88,144,0,3,4,11,37,220,435,759,0,2,8,26,83,429,864,1317,0,0,2,7,16,73,138,197,0.46,1.91,0.4,0.44,0.82,1.76,,"DR",0.38,1125054,"SS",0.46,0,1,4,32,153,428,693,869,0,1,14,106,559,1894,2583,2994,581208,581206,0.42,581220,581220,0.38,581208,581206,1.55951023634875
102778,1,1,4,14,46,245,562,665,1259,1,2,4,5,26,67,83,158,0,0,1,4,32,67,87,175,0,1,2,11,47,107,129,253,0,1,6,20,102,229,260,435,0,0,1,4,20,50,57,118,0.17,0.92,0.49,0.48,0.97,2.08,1099793,"SS",0.17,1099793,"SS",0.17,2,3,10,35,195,463,568,640,2,5,25,126,921,2254,2880,3307,581208,581206,0.24,581222,581208,0.14,581208,581206,0.562389436507709
102783,1,0,0,6,23,36,65,78,286,0,0,0,1,4,5,5,21,0,0,0,1,1,3,3,23,0,0,0,1,5,9,10,41,0,0,4,16,20,36,47,146,0,0,0,1,1,2,2,12,1.54,1.66,1.73,0.67,1.63,4.28,,"CS",0.67,1146503,"SS",1.54,0,0,0,15,22,29,29,31,0,0,5,36,69,87,93,140,581208,581206,1.24,581228,581228,0.53,581208,581206,1.5214590615703
102786,1,0,4,13,46,112,152,160,224,0,0,1,3,4,6,7,10,0,0,0,2,6,8,8,9,0,2,6,15,31,42,44,61,0,2,6,25,68,90,94,132,0,0,0,1,1,1,2,4,0.61,1.16,0.37,0.26,1.44,0.61,,"CS",0.26,1113734,"SS",0.61,0,4,17,44,97,123,125,131,0,8,36,111,250,320,335,364,581208,581206,0.35,581208,581208,0.36,581208,581206,0.69747490820267
102791,2,1,1,8,22,100,553,1182,2981,0,0,0,2,6,33,98,311,0,0,0,0,3,16,46,144,0,0,2,4,25,126,271,768,1,1,5,11,54,310,614,1355,0,0,0,1,5,36,78,203,1.93,3.16,0.58,0.01,1.92,3.68,,"CS",0.01,1163130,"SS",1.93,0,0,3,14,46,123,398,869,0,0,6,30,107,299,1311,2994,581208,581206,0.51,581208,581208,0.51,581208,581206,1.98001845681554
102792,1,0,1,7,40,215,881,1529,2136,0,0,1,6,17,69,143,233,0,0,1,6,20,65,140,233,0,0,1,9,38,160,295,489,0,1,4,16,102,436,716,902,0,0,0,1,17,76,115,134,0.68,0.87,0.95,0.25,1.3,1.24,1047128,"CS",0.25,1122418,"SS",0.68,1,1,7,37,139,593,1128,1723,10,19,46,155,766,2167,3544,4927,581222,581206,0.22,581208,581208,0.22,581208,581206,0.571516891525817
102794,1,0,2,7,21,121,696,2092,4533,0,1,1,2,13,58,121,292,0,0,2,3,14,72,119,263,0,0,2,5,30,156,348,820,0,1,2,8,34,215,561,1277,0,0,0,1,7,45,214,406,0.49,0.65,0.73,0.47,1.22,2.76,,"CS",0.47,,"SS",0.49,0,0,7,12,51,148,179,199,1,3,16,55,206,666,932,1099,581208,581206,0.66,581203,581203,0.23,581208,581206,1.23596002269047
102795,1,0,0,0,1,1,13,52,175,0,0,0,0,0,0,2,11,0,0,0,0,0,1,6,17,0,0,0,0,0,5,21,59,0,0,0,0,0,6,17,76,0,0,0,1,1,1,2,5,10.61,6.2,5.85,7.57,1.15,11.29,1153565,"MG",1.15,1133023,"SM",6.2,0,0,0,0,0,1,26,37,0,0,0,3,3,11,48,78,581208,581208,6.2,581209,581209,1.15,581208,581206,11.137915924542
102796,1,0,4,13,50,121,153,160,221,0,0,0,1,5,6,7,10,0,0,0,2,5,8,8,9,0,1,3,13,30,43,44,61,0,3,9,32,76,89,94,130,0,0,0,0,1,2,2,4,1.27,1.13,0.41,0.39,3.5,2.22,1017057,"CS",0.39,1114620,"SM",1.13,0,0,13,29,98,122,125,131,3,9,48,106,244,319,337,364,581208,581206,0.7,581208,581208,0.08,581208,581206,0.845258465147939
102803,1,0,0,1,8,18,150,295,359,0,0,0,2,6,30,67,83,0,0,0,0,1,6,10,11,0,0,0,4,4,39,86,106,0,0,1,1,2,42,77,89,0,0,0,0,0,4,9,15,1.09,3.06,1.08,0.75,6.21,2.82,1137267,"CS",0.75,1080564,"SS",1.09,0,0,1,11,35,60,68,76,0,0,11,21,72,122,137,156,581208,581206,0.9,581208,581208,0.59,581208,581206,1.30453277234935
102804,1,0,0,0,0,7,7,14,49,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,3,0,0,0,0,3,3,5,11,0,0,0,0,3,3,6,23,0,0,0,0,0,0,1,2,18.61,4.54,4,3.34,13.54,32.16,,"CS",3.34,1163017,"SM",4.54,0,0,0,0,1,1,1,2,0,0,0,0,16,22,27,39,581208,581206,4.57,581208,581208,2.92,581208,581206,42.0007797259524
102805,1,0,0,0,0,2,17,33,188,0,0,0,0,0,0,0,10,0,0,0,0,1,2,2,11,0,0,0,0,0,0,4,26,0,0,0,0,1,14,23,113,0,0,0,0,0,0,1,4,17.47,2.97,10.41,3.17,11.44,17.87,1017251,"SM",2.97,1017251,"SM",2.97,0,0,0,0,0,1,6,30,0,0,0,0,2,16,33,124,581208,581206,9.75,581208,581208,3.19,581208,581206,12.0045666324807
102815,1,0,0,0,7,41,215,593,1698,0,0,0,0,2,14,27,78,0,0,0,2,6,29,77,203,0,0,0,3,15,72,161,483,0,0,0,2,17,83,265,733,0,0,0,0,1,5,21,82,3.01,1.42,1.42,1.06,3,3.01,,"CS",1.06,1163475,"SM",1.42,0,0,0,4,25,55,160,196,0,0,0,11,66,150,484,608,581222,581206,1.05,581208,581208,1.05,581208,581206,1.4323974605998
102820,1,0,0,2,15,34,34,38,199,0,0,1,3,6,6,7,36,0,0,0,0,1,1,1,8,0,0,0,2,9,9,10,46,0,0,1,8,13,13,14,73,0,0,0,0,1,1,1,5,0.64,2.94,1.1,0.76,2.37,3.04,1004579,"SS",0.64,1004579,"SS",0.64,0,0,5,15,28,28,29,45,0,0,7,47,92,103,121,184,581208,581206,0.6,581208,581206,0.6,581208,581206,0.768014611107995
102824,1,12,47,122,253,1350,8167,12815,15117,1,2,3,12,83,350,580,879,0,1,3,7,95,379,591,808,1,3,12,26,314,987,1547,2057,2,6,18,51,213,1464,2406,2892,2,5,12,23,150,1410,2271,2572,0.22,0.32,0.21,0.12,0.1,2.03,1048460,"MG",0.1,1080969,"SS",0.22,1,7,16,62,148,180,180,180,24,55,145,553,1234,1521,1521,1521,581203,581203,0.18,581208,581208,0.1,581208,581206,0.343090068222009
102826,1,0,0,0,0,1,4,14,37,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,1,4,10,18,0,0,0,0,0,0,0,4,11.96,29.13,12.23,3.65,16.8,11.96,1094986,"CS",3.65,1079275,"SS",11.96,0,0,0,0,0,0,2,5,0,0,0,0,3,3,17,66,581208,581206,11.96,581208,581208,3.54,581208,581206,12.4394542414903
102837,1,0,1,16,44,116,153,160,223,0,0,1,3,5,6,7,10,0,0,0,2,7,8,8,9,0,1,6,14,31,42,44,61,0,0,9,24,70,90,94,131,0,0,0,1,1,2,2,4,0.79,1.34,0.48,0.52,1.64,0.79,1114158,"CO",0.48,1113734,"SS",0.79,0,0,12,39,94,123,125,131,0,1,36,110,245,322,336,364,581208,581206,0.62,581208,581208,0.5,581208,581206,0.94453750146645
102839,1,0,0,0,7,115,399,857,1754,0,0,0,0,5,20,43,81,0,0,0,0,15,56,106,208,0,0,0,2,24,100,226,503,0,0,0,5,58,177,384,755,0,0,0,0,5,16,36,85,3.75,2.66,1.5,1.22,2.97,3.75,,"CS",1.22,1165084,"SM",2.66,0,0,0,2,69,193,196,196,0,1,1,16,190,600,608,608,581208,581206,1.1,581208,581208,0.41,581208,581206,2.95667710254482
102841,1,0,0,0,0,6,71,145,521,0,0,0,0,0,3,6,21,0,0,0,0,0,6,11,42,0,0,0,0,1,16,31,144,0,0,0,0,2,27,53,187,0,0,0,0,1,4,13,37,5.96,5.05,3.35,3.03,3.98,9.24,,"CS",3.03,1082976,"SM",5.05,0,0,0,0,0,17,35,39,0,0,0,0,0,43,92,117,581222,581206,8.32,581208,581208,7.71,581208,581206,8.88686075196175
102846,1,0,3,11,39,200,580,800,993,0,1,1,4,16,36,53,63,0,0,0,2,15,41,68,78,0,1,2,9,77,207,291,363,0,1,3,8,52,173,235,306,0,0,3,7,15,43,52,58,0.48,1.49,0.48,0.37,0.61,1.88,,"CS",0.37,1023116,"SS",0.48,0,1,1,9,165,379,437,439,0,1,5,32,425,1121,1225,1231,581208,581206,0.44,581203,581203,0.41,581208,581206,0.438233501199114
102848,1,0,1,1,8,16,98,276,1163,0,0,0,1,1,12,31,117,0,0,0,0,0,4,18,57,0,0,0,4,6,43,107,430,0,0,0,1,4,28,83,362,0,1,1,1,1,3,12,58,1.05,6.75,1.02,1.67,0.34,1.05,1174426,"MG",0.34,1134487,"SS",1.05,0,0,0,4,5,60,85,110,5,5,7,18,36,253,428,569,581208,581206,1.11,581222,581208,0.05,581208,581206,1.11226334651379
102862,1,19,77,260,779,3790,9210,11782,14996,1,1,4,14,134,387,517,853,0,4,8,31,201,482,616,814,1,4,17,44,347,1086,1426,2039,2,17,59,177,763,1664,2167,2879,3,10,33,97,641,1628,2116,2544,0.17,0.27,0.16,0.14,0.15,9.49,,"SG",0.05,1038622,"SS",0.17,0,5,18,31,248,419,428,428,23,102,219,404,2711,4119,4172,4172,546105,581228,0.28,581212,581212,0.11,581208,581206,0.457697138652658
102865,1,0,1,2,13,77,97,99,107,0,1,1,2,12,17,17,17,0,0,0,0,1,1,1,1,0,0,0,4,16,21,21,21,0,0,1,4,26,32,34,37,0,0,0,0,4,4,4,8,0.27,2.98,1.04,0.99,3.08,2.27,1051952,"SS",0.27,1051952,"SS",0.27,6,11,13,24,80,89,89,90,1,8,19,45,204,218,222,231,581208,581206,0.1,581228,581228,0.16,581208,581206,1.04460878479398
102868,1,0,0,3,21,47,69,112,440,0,0,1,1,2,3,4,23,0,0,1,3,4,6,9,38,0,0,1,7,12,18,28,119,0,0,0,10,27,38,58,200,0,0,0,0,0,2,4,13,0.96,0.58,0.64,1.11,6.87,0.96,1121913,"SM",0.58,1121913,"SM",0.58,0,0,4,17,20,20,25,81,0,0,6,21,36,36,44,210,581208,581208,0.61,581228,581212,0.53,581208,581206,1.63399208421227
102873,1,0,0,7,11,33,223,855,2635,0,0,1,2,5,25,66,161,0,0,1,2,10,40,98,301,0,0,3,4,11,75,216,630,0,0,2,2,5,49,279,910,0,0,0,1,1,10,78,256,0.72,0.69,0.54,0.59,1.4,0.72,,"CO",0.54,1012244,"SM",0.69,0,0,5,14,38,148,330,736,0,0,14,29,125,475,1144,2949,581222,581206,0.55,581208,581206,0.53,581208,581206,0.74519200413602
102875,1,1,6,13,57,235,664,1078,2501,0,1,1,1,4,28,58,151,0,2,3,7,27,74,145,275,0,2,4,16,57,161,283,593,1,1,5,23,109,281,424,898,0,0,0,1,15,62,85,248,0.29,0.41,0.37,0.23,1.98,3.54,,"CS",0.23,1100173,"SS",0.29,0,4,8,33,132,394,640,736,15,40,87,255,740,1649,2645,2949,581208,581206,0.25,581301,581208,0.08,581208,581206,0.254363241797884
102876,1,0,1,2,9,62,238,322,366,0,1,1,3,14,50,79,85,0,0,0,1,2,7,10,12,0,0,0,1,19,65,96,109,0,0,1,1,12,67,79,89,0,0,0,0,2,8,9,16,0.28,1.22,1.76,0.61,2.62,1.08,1147355,"SS",0.28,1147355,"SS",0.28,0,0,0,16,42,63,68,81,0,2,10,30,78,124,139,176,581208,581206,1.03,581228,581228,0.29,581208,581206,1.22928068694508
102886,1,5,7,12,54,266,714,1220,2335,0,0,0,8,38,107,179,337,0,0,1,3,14,57,87,153,0,1,1,9,66,212,354,722,4,5,8,26,123,281,497,921,1,1,1,3,12,24,44,77,1.07,0.96,0.41,0.08,0.11,1.11,,"CS",0.08,,"SM",0.96,3,9,13,35,235,646,984,1478,9,9,21,90,634,2120,3281,4217,581208,581206,0.06,581208,581208,0.09,581208,581206,0.486096239781061
102904,1,0,0,0,0,1,13,36,166,0,0,0,0,0,0,1,13,0,0,0,0,0,2,5,19,0,0,0,0,0,2,12,57,0,0,0,0,1,5,9,55,0,0,0,0,0,3,6,9,10.23,6.1,5.5,4.81,5.31,10.23,,"CS",4.81,1118925,"SM",6.1,0,0,0,0,0,0,12,32,0,0,1,3,4,14,53,127,581222,581206,10.1,581208,581208,0.6,581208,581206,10.2469512251501
102905,1,0,0,1,2,60,184,268,1153,0,0,0,0,7,23,36,111,0,0,0,0,6,16,23,79,0,0,0,0,18,58,96,323,0,0,0,0,20,65,78,402,0,0,1,1,4,10,16,69,3.57,2.02,2.04,2.11,0.96,4.54,1090598,"LG",0.96,1090387,"SM",2.02,0,0,1,1,45,109,130,130,0,0,1,2,100,263,337,337,581208,581206,0.96,581222,581208,0.97,581208,581206,2.61553250475443
102910,1,0,0,3,13,33,106,122,327,0,0,0,0,5,6,7,26,0,0,1,1,3,8,9,22,0,0,2,4,10,29,33,94,0,0,0,6,13,43,48,119,0,0,0,1,1,2,5,18,2.53,0.65,0.61,1.25,1.2,2.58,,"CO",0.61,1052616,"SM",0.65,0,0,2,5,31,50,50,53,2,2,12,39,110,219,234,250,581208,581206,0.61,581208,581208,0.14,581208,581206,1.2033967624572
102912,1,0,0,4,8,39,127,419,1234,0,0,2,4,4,10,33,118,0,0,1,1,7,17,45,175,0,0,0,1,7,28,94,309,0,0,1,1,13,51,153,390,0,0,0,0,2,4,25,63,0.91,0.81,1.95,0.93,2.04,1.82,1021414,"SM",0.81,1021414,"SM",0.81,0,0,1,7,14,18,20,96,1,1,7,18,71,113,168,657,581208,581206,0.93,581208,581208,0.07,581208,581206,1.98395949059572
102918,1,1,7,75,370,2825,8885,11726,14961,1,1,4,17,123,382,512,833,0,1,12,28,146,488,619,829,0,1,14,44,256,1065,1416,2045,0,1,13,75,576,1576,2169,2876,0,0,17,53,479,1634,2108,2537,0.19,0.47,0.47,0.41,0.58,7.81,,"SS",0.19,,"SS",0.19,1,5,24,77,344,426,428,428,7,36,168,671,3459,4152,4172,4172,546105,581228,0.21,581208,581208,0.21,581208,581206,0.463362972249268
102919,1,0,0,11,45,220,649,982,2330,0,0,0,4,15,38,54,145,0,0,3,7,27,81,140,264,0,0,6,18,68,163,269,579,0,0,2,14,69,256,367,837,0,0,0,0,21,55,75,228,1.56,0.57,0.64,0.64,2.19,1.74,1073058,"SM",0.57,1073058,"SM",0.57,0,0,6,46,161,429,648,736,0,0,18,105,524,1536,2521,2949,581208,581206,0.67,581208,581208,0.53,581208,581206,0.960818630887466
102928,1,4,10,24,93,381,809,1127,1738,0,0,2,3,17,50,88,192,1,2,2,5,18,52,76,128,1,3,5,18,73,185,289,506,2,5,12,46,148,329,446,617,0,0,2,10,23,55,67,92,0.82,0.21,0.23,0.13,0.58,4.16,,"CS",0.13,1158534,"SM",0.21,8,10,12,31,148,373,520,573,6,19,38,132,666,1503,2156,2390,581208,581206,0.13,581208,581208,0.07,581208,581206,0.184413272442393
102931,1,0,0,0,0,0,28,100,768,0,0,0,0,0,3,14,62,0,0,0,0,0,2,14,58,0,0,0,0,0,11,41,258,0,0,0,0,0,9,23,294,0,0,0,0,0,0,1,30,6.42,5.97,6.44,6.6,12.98,6.42,,"SG",5.64,,"SM",5.97,0,0,0,0,0,1,12,72,0,0,0,0,1,4,17,140,581208,581208,9.52,581208,581208,3.27,581208,581206,13.4121203080794
102936,1,1,1,2,5,38,79,204,420,0,0,1,1,2,3,9,14,0,0,0,0,3,8,28,56,1,1,1,1,13,29,73,152,0,0,0,2,15,30,69,139,0,0,0,0,0,0,0,5,0.83,3.41,0.14,1.32,17.11,0.83,1108959,"CO",0.14,1160140,"SS",0.83,0,0,0,1,19,49,142,212,1,1,1,4,65,128,626,928,581208,581206,1.63,581208,581208,0.11,581208,581206,4.41354054395861
102939,1,6,36,116,273,1377,8132,12874,15111,0,1,4,13,87,348,586,879,0,1,3,7,106,374,597,807,1,2,10,28,329,988,1556,2054,1,3,18,52,209,1430,2421,2886,0,3,11,24,160,1435,2278,2575,0.34,0.42,0.05,0.08,0.45,1.54,1056610,"CO",0.05,1080969,"SS",0.34,4,10,23,61,143,180,180,180,8,45,173,571,1213,1521,1521,1521,546105,581228,0.03,581222,581208,0.02,581208,581206,0.194289035213308
102947,1,0,0,0,2,8,92,227,1151,0,0,0,0,1,9,26,108,0,0,0,0,0,3,7,47,0,0,0,1,4,31,87,421,0,0,0,0,1,24,69,364,0,0,0,1,1,5,14,65,4.76,5.12,1.75,4.4,1.52,7.05,1053469,"MG",1.52,1120990,"SS",4.76,0,0,0,1,2,15,56,99,0,0,0,3,6,94,270,510,581208,581206,1.7,581208,581208,1.56,581208,581206,7.20558957828961
102953,1,0,1,3,43,141,554,1012,1783,0,0,0,2,4,29,45,83,0,0,0,9,24,69,118,215,0,0,0,7,34,140,266,519,0,1,2,21,66,253,453,758,0,0,1,3,7,22,47,87,1.13,1.06,1.42,0.26,0.78,2.55,1034357,"CS",0.26,1025491,"SM",1.06,1,1,1,22,84,194,196,196,0,0,2,64,253,576,607,608,581222,581206,0.23,581212,581212,0.69,581208,581206,1.57045142860476
102976,1,0,6,13,23,51,54,77,316,0,0,0,1,1,1,1,13,0,1,2,3,6,6,7,30,0,2,5,5,12,14,19,84,0,3,5,9,24,25,39,150,0,0,0,1,2,2,2,8,1.29,0.37,0.29,0.34,1.55,1.29,,"CO",0.29,1064214,"SM",0.37,0,5,13,16,23,23,25,77,1,6,11,19,44,50,55,253,581208,581206,0.25,581208,581208,0.24,581208,581206,0.387968994720449
102981,1,0,0,0,4,39,269,616,972,0,0,0,0,1,20,38,61,0,0,0,0,2,24,49,77,0,0,0,3,23,114,230,354,0,0,0,0,9,61,175,299,0,0,0,0,0,20,46,56,2.13,2.33,1.13,3.68,5.15,2.13,1170333,"CO",1.13,1125038,"SS",2.13,0,0,0,4,24,207,393,439,0,0,0,7,45,468,1151,1231,581222,581206,1.04,581208,581208,1.03,581208,581206,2.03185063794587
102986,1,0,0,12,25,32,34,48,147,0,0,0,3,3,3,3,6,0,0,0,1,2,2,4,12,0,0,5,6,7,7,9,33,0,0,4,10,13,15,23,70,0,0,1,2,2,2,4,12,1.18,1.18,0.59,0.79,0.68,1.87,1148000,"CO",0.59,1087984,"SS",1.18,0,0,5,14,17,17,23,31,1,3,35,52,62,72,99,201,581222,581206,0.59,581208,581208,0.12,581208,581206,0.630794550101558
102989,1,2,2,7,17,85,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,1,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,1,4,4,4,8,0.59,3.93,0.2,0.14,1.76,3.47,1103340,"CS",0.14,1005837,"SS",0.59,5,8,9,17,71,89,89,90,5,7,12,49,185,219,220,231,581208,581206,0.07,581208,581208,0.07,581208,581206,0.092655158537217
102994,2,7,12,46,91,316,1048,1747,2940,0,0,3,7,42,111,161,302,0,1,3,5,25,54,85,142,1,2,8,19,77,238,388,762,4,6,21,40,127,493,849,1332,2,3,9,13,29,70,128,203,0.51,0.45,0.11,0.1,0.1,2.29,,"CS",0.1,1095959,"SM",0.45,3,6,17,52,259,469,602,869,13,30,79,224,1224,1948,2311,2994,581208,581206,0.1,581208,581208,0.1,581208,581206,0.362265457580749
103007,1,0,0,0,1,43,80,128,399,0,0,0,0,1,3,5,16,0,0,0,1,6,12,18,53,0,0,0,0,23,40,59,156,0,0,0,0,7,16,31,119,0,0,0,0,1,2,2,5,3.82,1.69,2.43,2.47,4.88,3.82,1052060,"SM",1.69,1052060,"SM",1.69,0,0,0,0,36,59,87,212,0,0,0,3,175,312,484,927,581208,581206,2.21,581219,581219,1.76,581208,581206,3.79657024994056
103008,1,1,5,18,31,44,45,48,52,0,0,1,1,1,1,1,1,0,0,0,3,3,3,3,3,0,2,5,8,13,13,14,15,0,1,5,11,18,19,21,23,0,0,3,3,4,4,4,4,0.5,1.03,0.36,0.37,0.52,0.5,,"BB",0.22,1073416,"SS",0.5,0,1,15,18,22,22,22,22,2,2,20,38,44,44,44,47,581208,581206,0.37,581208,581208,0.22,581208,581206,0.519974058780375
103012,1,0,0,1,16,53,80,200,422,0,0,0,1,3,3,8,15,0,0,0,2,5,8,26,56,0,0,0,5,20,32,73,153,0,0,1,6,19,28,70,140,0,0,0,0,0,0,0,5,1.77,1.84,1.07,0.92,19.32,3.29,1037063,"CS",0.92,1093825,"SS",1.77,0,0,0,7,30,50,143,212,0,0,0,36,84,129,609,928,581208,581206,1.63,581213,581213,1.08,581208,581206,2.14770222578723
103013,1,0,0,5,20,72,153,212,405,0,0,0,0,3,6,10,14,0,0,1,4,10,27,36,56,0,0,0,7,32,63,84,155,0,0,1,6,20,39,58,126,0,0,0,0,0,0,0,5,2.07,0.88,1.13,0.71,20.69,2.07,,"SG",0.64,,"SM",0.88,0,0,2,14,59,122,159,212,0,0,17,44,233,496,654,927,581208,581206,0.7,581208,581208,0.68,581208,581206,1.22622900182624
103014,1,1,5,9,27,173,588,1047,1763,0,0,0,0,7,27,48,83,0,2,2,3,28,71,119,212,0,1,3,9,41,137,273,514,1,2,3,11,79,277,469,747,0,0,0,3,10,31,52,85,2.32,0.49,0.48,0.16,1.58,2.68,,"CS",0.16,1145949,"SM",0.49,0,6,15,27,81,162,195,196,1,16,39,100,279,498,604,608,581208,581206,0.47,581220,581208,0.18,581208,581206,0.488230026411729
